0|0|27|73|94|1
1|0|27|73|94|1
2|0|27|73|94|1
3|0|27|73|94|1
4|0|27|73|94|1
5|0|27|73|94|1
6|0|27|73|94|1
7|0|27|73|94|1
8|0|27|73|94|1
9|0|27|73|94|1
10|0|27|73|94|1
11|0|27|73|94|1
12|0|27|73|94|1
13|0|27|73|94|1
14|0|27|73|94|1
15|0|27|73|94|1
16|0|27|73|94|1
17|0|27|73|94|1
18|0|27|73|94|1
19|0|27|73|94|1
20|0|27|73|94|1
21|0|27|73|94|1
22|0|27|73|94|1
23|0|27|73|94|1
24|0|27|73|94|1
25|0|27|73|94|1
26|0|27|73|94|1
27|0|27|73|94|1
28|0|27|73|94|1
29|0|27|73|94|1
30|0|27|73|94|1
31|0|27|73|94|1
32|0|27|73|94|1
33|0|27|73|94|1
34|0|27|73|94|1
35|0|27|73|94|1
36|0|27|73|94|1
37|0|27|73|94|1
38|0|27|73|94|1
39|0|27|73|94|1
0|1|27|73|94|1
1|1|27|73|94|1
2|1|27|73|94|1
3|1|27|73|94|1
4|1|27|73|94|1
5|1|27|73|94|1
6|1|27|73|94|1
7|1|27|73|94|1
8|1|27|73|94|1
9|1|27|73|94|1
10|1|27|73|94|1
11|1|27|73|94|1
12|1|27|73|94|1
13|1|27|73|94|1
14|1|27|73|94|1
15|1|27|73|94|1
16|1|27|73|94|1
17|1|27|73|94|1
18|1|27|73|94|1
19|1|27|73|94|1
20|1|27|73|94|1
21|1|27|73|94|1
22|1|27|73|94|1
23|1|27|73|94|1
24|1|27|73|94|1
25|1|27|73|94|1
26|1|27|73|94|1
27|1|27|73|94|1
28|1|27|73|94|1
29|1|27|73|94|1
30|1|27|73|94|1
31|1|27|73|94|1
32|1|27|73|94|1
33|1|27|73|94|1
34|1|27|73|94|1
35|1|27|73|94|1
36|1|27|73|94|1
37|1|27|73|94|1
38|1|27|73|94|1
39|1|27|73|94|1
0|2|27|73|94|1
1|2|27|73|94|1
2|2|30|38|54|1
3|2|30|38|54|1
4|2|30|38|54|1
5|2|30|38|54|1
6|2|30|38|54|1
7|2|30|38|54|1
8|2|30|38|54|1
9|2|30|38|54|1
10|2|30|38|54|1
11|2|30|38|54|1
12|2|30|38|54|1
13|2|30|38|54|1
14|2|30|38|54|1
15|2|30|38|54|1
16|2|30|38|54|1
17|2|30|38|54|1
18|2|30|38|54|1
19|2|30|38|54|1
20|2|30|38|54|1
21|2|30|38|54|1
22|2|30|38|54|1
23|2|30|38|54|1
24|2|30|38|54|1
25|2|30|38|54|1
26|2|30|38|54|1
27|2|30|38|54|1
28|2|30|38|54|1
29|2|30|38|54|1
30|2|30|38|54|1
31|2|30|38|54|1
32|2|30|38|54|1
33|2|30|38|54|1
34|2|30|38|54|1
35|2|30|38|54|1
36|2|30|38|54|1
37|2|30|38|54|1
38|2|27|73|94|1
39|2|27|73|94|1
0|3|27|73|94|1
1|3|27|73|94|1
2|3|30|38|54|1
3|3|30|38|54|1
4|3|30|38|54|1
5|3|30|38|54|1
6|3|30|38|54|1
7|3|30|38|54|1
8|3|30|38|54|1
9|3|30|38|54|1
10|3|30|38|54|1
11|3|30|38|54|1
12|3|30|38|54|1
13|3|30|38|54|1
14|3|30|38|54|1
15|3|30|38|54|1
16|3|30|38|54|1
17|3|30|38|54|1
18|3|30|38|54|1
19|3|30|38|54|1
20|3|30|38|54|1
21|3|30|38|54|1
22|3|30|38|54|1
23|3|30|38|54|1
24|3|30|38|54|1
25|3|30|38|54|1
26|3|30|38|54|1
27|3|30|38|54|1
28|3|30|38|54|1
29|3|30|38|54|1
30|3|30|38|54|1
31|3|30|38|54|1
32|3|30|38|54|1
33|3|30|38|54|1
34|3|30|38|54|1
35|3|30|38|54|1
36|3|30|38|54|1
37|3|30|38|54|1
38|3|27|73|94|1
39|3|27|73|94|1
0|4|27|73|94|1
1|4|27|73|94|1
2|4|30|38|54|1
3|4|30|38|54|1
4|4|30|38|54|1
5|4|30|38|54|1
6|4|30|38|54|1
7|4|30|38|54|1
8|4|30|38|54|1
9|4|30|38|54|1
