0|0|44|49|51|1
1|0|44|49|51|1
2|0|44|49|51|1
3|0|44|49|51|1
4|0|44|49|51|1
5|0|44|49|51|1
6|0|44|49|51|1
7|0|44|49|51|1
8|0|44|49|51|1
9|0|44|49|51|1
10|0|44|49|51|1
11|0|44|49|51|1
12|0|44|49|51|1
13|0|44|49|51|1
14|0|44|49|51|1
15|0|44|49|51|1
16|0|44|49|51|1
17|0|44|49|51|1
18|0|44|49|51|1
19|0|44|49|51|1
20|0|44|49|51|1
21|0|44|49|51|1
22|0|44|49|51|1
23|0|44|49|51|1
24|0|44|49|51|1
25|0|44|49|51|1
26|0|44|49|51|1
27|0|44|49|51|1
28|0|44|49|51|1
29|0|44|49|51|1
30|0|44|49|51|1
31|0|44|49|51|1
32|0|44|49|51|1
33|0|44|49|51|1
34|0|44|49|51|1
35|0|44|49|51|1
36|0|44|49|51|1
37|0|44|49|51|1
38|0|44|49|51|1
39|0|44|49|51|1
0|1|44|49|51|1
1|1|44|49|51|1
2|1|44|49|51|1
3|1|44|49|51|1
4|1|44|49|51|1
5|1|44|49|51|1
6|1|44|49|51|1
7|1|44|49|51|1
8|1|44|49|51|1
9|1|44|49|51|1
10|1|44|49|51|1
11|1|44|49|51|1
12|1|44|49|51|1
13|1|44|49|51|1
14|1|44|49|51|1
15|1|44|49|51|1
16|1|44|49|51|1
17|1|44|49|51|1
18|1|44|49|51|1
19|1|44|49|51|1
20|1|44|49|51|1
21|1|44|49|51|1
22|1|44|49|51|1
23|1|44|49|51|1
24|1|44|49|51|1
25|1|44|49|51|1
26|1|44|49|51|1
27|1|44|49|51|1
28|1|44|49|51|1
29|1|44|49|51|1
30|1|44|49|51|1
31|1|44|49|51|1
32|1|44|49|51|1
33|1|44|49|51|1
34|1|44|49|51|1
35|1|44|49|51|1
36|1|44|49|51|1
37|1|44|49|51|1
38|1|44|49|51|1
39|1|44|49|51|1
0|2|44|49|51|1
1|2|44|49|51|1
2|2|29|29|29|1
3|2|30|30|30|1
4|2|30|30|30|1
5|2|31|31|31|1
6|2|32|32|32|1
7|2|32|32|32|1
8|2|33|33|33|1
9|2|34|34|34|1
10|2|34|34|34|1
11|2|35|35|35|1
12|2|35|35|35|1
13|2|36|36|36|1
14|2|36|36|36|1
15|2|36|36|36|1
16|2|37|37|37|1
17|2|37|37|37|1
18|2|37|37|37|1
19|2|37|37|37|1
20|2|37|37|37|1
21|2|37|37|37|1
22|2|37|37|37|1
23|2|37|37|37|1
24|2|37|37|37|1
25|2|36|36|36|1
26|2|36|36|36|1
27|2|36|36|36|1
28|2|35|35|35|1
29|2|35|35|35|1
30|2|34|34|34|1
31|2|34|34|34|1
32|2|33|33|33|1
33|2|32|32|32|1
34|2|32|32|32|1
35|2|31|31|31|1
36|2|30|30|30|1
37|2|30|30|30|1
38|2|44|49|51|1
39|2|44|49|51|1
0|3|44|49|51|1
1|3|44|49|51|1
2|3|30|30|30|1
3|3|30|30|30|1
4|3|31|31|31|1
5|3|32|32|32|1
6|3|32|32|32|1
7|3|33|33|33|1
8|3|34|34|34|1
9|3|35|35|35|1
10|3|35|35|35|1
11|3|36|36|36|1
12|3|36|36|36|1
13|3|37|37|37|1
14|3|37|37|37|1
15|3|38|38|38|1
16|3|38|38|38|1
17|3|38|38|38|1
18|3|38|38|38|1
19|3|39|39|39|1
20|3|39|39|39|1
21|3|39|39|39|1
22|3|38|38|38|1
23|3|38|38|38|1
24|3|38|38|38|1
25|3|38|38|38|1
26|3|37|37|37|1
27|3|37|37|37|1
28|3|36|36|36|1
29|3|36|36|36|1
30|3|35|35|35|1
31|3|35|35|35|1
32|3|34|34|34|1
33|3|33|33|33|1
34|3|32|32|32|1
35|3|32|32|32|1
36|3|31|31|31|1
37|3|30|30|30|1
38|3|44|49|51|1
39|3|44|49|51|1
0|4|44|49|51|1
1|4|44|49|51|1
2|4|30|30|30|1
3|4|31|31|31|1
4|4|32|32|32|1
5|4|32|32|32|1
6|4|33|33|33|1
7|4|34|34|34|1
8|4|35|35|35|1
9|4|36|36|36|1
10|4|36|36|36|1
11|4|37|37|37|1
12|4|37|37|37|1
13|4|38|38|38|1
14|4|38|38|38|1
15|4|39|39|39|1
16|4|39|39|39|1
17|4|40|40|40|1
18|4|40|40|40|1
19|4|40|40|40|1
20|4|40|40|40|1
21|4|40|40|40|1
22|4|40|40|40|1
23|4|40|40|40|1
24|4|39|39|39|1
25|4|39|39|39|1
26|4|38|38|38|1
27|4|38|38|38|1
28|4|37|37|37|1
29|4|37|37|37|1
30|4|36|36|36|1
31|4|36|36|36|1
32|4|35|35|35|1
33|4|34|34|34|1
34|4|33|33|33|1
35|4|32|32|32|1
36|4|32|32|32|1
37|4|31|31|31|1
38|4|44|49|51|1
39|4|44|49|51|1
0|5|44|49|51|1
1|5|44|49|51|1
2|5|31|31|31|1
3|5|32|32|32|1
4|5|32|32|32|1
5|5|33|33|33|1
6|5|34|34|34|1
7|5|35|35|35|1
8|5|36|36|36|1
9|5|37|37|37|1
10|5|37|37|37|1
11|5|38|38|38|1
