0|0|44|49|51|1
1|0|44|49|51|1
2|0|44|49|51|1
3|0|44|49|51|1
4|0|44|49|51|1
5|0|44|49|51|1
6|0|44|49|51|1
7|0|44|49|51|1
8|0|44|49|51|1
9|0|44|49|51|1
10|0|44|49|51|1
11|0|44|49|51|1
12|0|44|49|51|1
13|0|44|49|51|1
14|0|44|49|51|1
15|0|44|49|51|1
16|0|44|49|51|1
17|0|44|49|51|1
18|0|44|49|51|1
19|0|44|49|51|1
20|0|44|49|51|1
21|0|44|49|51|1
22|0|44|49|51|1
23|0|44|49|51|1
24|0|44|49|51|1
25|0|44|49|51|1
26|0|44|49|51|1
27|0|44|49|51|1
28|0|44|49|51|1
29|0|44|49|51|1
30|0|44|49|51|1
31|0|44|49|51|1
32|0|44|49|51|1
33|0|44|49|51|1
34|0|44|49|51|1
35|0|44|49|51|1
36|0|44|49|51|1
37|0|44|49|51|1
38|0|44|49|51|1
39|0|44|49|51|1
0|1|44|49|51|1
1|1|44|49|51|1
2|1|44|49|51|1
3|1|44|49|51|1
4|1|44|49|51|1
5|1|44|49|51|1
6|1|44|49|51|1
7|1|44|49|51|1
8|1|44|49|51|1
9|1|44|49|51|1
10|1|44|49|51|1
11|1|44|49|51|1
12|1|44|49|51|1
13|1|44|49|51|1
14|1|44|49|51|1
15|1|44|49|51|1
16|1|44|49|51|1
17|1|44|49|51|1
18|1|44|49|51|1
19|1|44|49|51|1
20|1|44|49|51|1
21|1|44|49|51|1
22|1|44|49|51|1
23|1|44|49|51|1
24|1|44|49|51|1
25|1|44|49|51|1
26|1|44|49|51|1
27|1|44|49|51|1
28|1|44|49|51|1
29|1|44|49|51|1
30|1|44|49|51|1
31|1|44|49|51|1
32|1|44|49|51|1
33|1|44|49|51|1
34|1|44|49|51|1
35|1|44|49|51|1
36|1|44|49|51|1
37|1|44|49|51|1
38|1|44|49|51|1
39|1|44|49|51|1
0|2|44|49|51|1
1|2|44|49|51|1
2|2|114|24|24|1
3|2|115|25|25|1
4|2|116|25|25|1
5|2|116|25|25|1
6|2|117|25|25|1
7|2|118|25|25|1
8|2|119|26|26|1
9|2|120|26|26|1
10|2|120|26|26|1
11|2|122|26|26|1
12|2|122|26|26|1
13|2|122|26|26|1
14|2|123|26|26|1
15|2|123|26|26|1
16|2|124|27|27|1
17|2|124|27|27|1
18|2|124|27|27|1
19|2|124|27|27|1
20|2|124|27|27|1
21|2|124|27|27|1
22|2|124|27|27|1
23|2|124|27|27|1
24|2|124|27|27|1
25|2|123|26|26|1
26|2|123|26|26|1
27|2|122|26|26|1
28|2|122|26|26|1
29|2|122|26|26|1
30|2|120|26|26|1
31|2|120|26|26|1
32|2|119|26|26|1
33|2|118|25|25|1
34|2|117|25|25|1
35|2|116|25|25|1
36|2|116|25|25|1
37|2|115|25|25|1
38|2|44|49|51|1
39|2|44|49|51|1
0|3|44|49|51|1
1|3|44|49|51|1
2|3|115|25|25|1
3|3|116|25|25|1
4|3|117|25|25|1
5|3|117|25|25|1
6|3|119|25|25|1
7|3|119|26|26|1
8|3|120|26|26|1
9|3|121|26|26|1
10|3|122|26|26|1
11|3|123|26|26|1
12|3|123|26|26|1
13|3|124|27|27|1
14|3|124|27|27|1
15|3|125|27|27|1
16|3|126|27|27|1
17|3|126|27|27|1
18|3|126|27|27|1
19|3|126|27|27|1
20|3|126|27|27|1
21|3|126|27|27|1
22|3|126|27|27|1
23|3|126|27|27|1
24|3|126|27|27|1
25|3|125|27|27|1
26|3|124|27|27|1
27|3|124|27|27|1
28|3|123|26|26|1
29|3|123|26|26|1
30|3|122|26|26|1
31|3|121|26|26|1
32|3|120|26|26|1
33|3|119|26|26|1
34|3|119|25|25|1
35|3|117|25|25|1
36|3|117|25|25|1
37|3|116|25|25|1
38|3|44|49|51|1
39|3|44|49|51|1
0|4|44|49|51|1
1|4|44|49|51|1
2|4|116|25|25|1
3|4|117|25|25|1
4|4|117|25|25|1
5|4|119|25|25|1
6|4|119|26|26|1
7|4|120|26|26|1
8|4|122|26|26|1
9|4|122|26|26|1
10|4|123|26|26|1
11|4|124|27|27|1
12|4|124|27|27|1
13|4|126|27|27|1
14|4|126|27|27|1
15|4|126|27|27|1
16|4|127|27|27|1
17|4|127|27|27|1
18|4|127|27|27|1
19|4|128|27|27|1
20|4|128|27|27|1
21|4|128|27|27|1
22|4|127|27|27|1
23|4|127|27|27|1
24|4|127|27|27|1
25|4|126|27|27|1
26|4|126|27|27|1
27|4|126|27|27|1
28|4|124|27|27|1
29|4|124|27|27|1
30|4|123|26|26|1
31|4|122|26|26|1
32|4|122|26|26|1
33|4|120|26|26|1
34|4|119|26|26|1
35|4|119|25|25|1
36|4|117|25|25|1
37|4|117|25|25|1
38|4|44|49|51|1
39|4|44|49|51|1
0|5|44|49|51|1
1|5|44|49|51|1
2|5|116|25|25|1
3|5|117|25|25|1
4|5|119|25|25|1
5|5|119|26|26|1
6|5|120|26|26|1
7|5|122|26|26|1
8|5|123|26|26|1
9|5|124|27|27|1
10|5|124|27|27|1
11|5|126|27|27|1
